G.HDC.00.LHZ    47.1
IU.ANMO.00.LHZ  77.5
GE.SNAA..LHZ    49.9
II.EFI.10.LHZ   18.9
II.HOPE.00.LHZ  31.0
II.JTS.00.LHZ   47.6
II.NNA.00.LHZ   24.2
II.RPN.00.LHZ   32.2
II.SHEL.00.LHZ  62.2
IU.LVC.00.LHZ   13.7
IU.OTAV.00.LHZ  36.5
IU.PAYG.00.LHZ  38.8
IU.PMSA.00.LHZ  29.3
IU.QSPA.00.LHZ  54.1
IU.RCBR.00.LHZ  45.2
IU.TRIS.00.LHZ  47.7
IU.TRQA.00.LHZ  8.8
IU.RAR.00.LHZ   75.5
II.PFO.00.LHZ   80.6



IU.LSZ.00.LHZ   89.6
G.TRIS.00.LHZ   47.7












